1,565.23248291
2,565.188476562
3,551.529724121
4,551.649047852
5,568.787536621
6,568.790222168
7,555.888549805
8,555.925476074
9,565.174377441
10,551.55645752
11,551.438354492
12,565.129516602
13,568.735351562
14,555.843200684
15,555.807800293
16,568.737548828
17,553.141601562
18,553.103088379
19,532.140930176
20,532.224365234
21,553.083740234
22,532.056396484
23,531.975463867
24,553.047668457
25,567.751525879
26,567.803894043
27,567.78894043
28,567.736450195
29,556.428833008
30,556.413818359
31,556.364135742
32,556.376831055
33,554.991882324
34,555.111938477
35,538.143249512
36,538.046691895
37,570.986572266
38,570.974121094
39,570.936340332
40,570.94744873
41,572.558654785
42,572.046875
43,572.556030273
44,558.637145996
45,558.604553223
46,555.07232666
47,537.926574707
48,537.832092285
49,554.952453613
50,571.134155273
51,571.957946777
52,571.110839844
53,558.607177734
54,558.575073242
55,570.559326172
56,571.090454102
57,566.59765625
58,567.519836426
59,567.979980469
60,567.977844238
61,567.512817383
62,566.585021973
63,563.466674805
64,561.447814941
65,559.182556152
66,556.727294922
67,554.155151367
68,552.852783203
69,553.733886719
70,554.180908203
71,554.192077637
72,553.770568848
73,552.905334473
74,554.236999512
75,556.796447754
76,559.242126465
77,561.502868652
78,563.51763916
79,570.192016602
80,571.128601074
81,571.598449707
82,571.602600098
83,571.137268066
84,570.201721191
85,567.184692383
86,565.320251465
87,563.233520508
88,560.949829102
89,558.495422363
90,557.231079102
91,558.127685547
92,558.579528809
93,558.583862305
94,558.145812988
95,557.260498047
96,558.529785156
97,560.981811523
98,563.262512207
99,565.345703125
100,567.199279785
101,553.146972656
102,554.590148926
103,567.636413574
104,566.436401367
105,554.543884277
106,553.098937988
107,566.430541992
108,567.632568359
109,563.063842773
110,560.538696289
111,557.699035645
112,554.65838623
113,552.811889648
114,553.677612305
115,554.098083496
116,554.085571289
117,553.641479492
118,552.758605957
119,554.580993652
120,557.633728027
121,560.480957031
122,563.013793945
123,566.526000977
124,567.455078125
125,567.91973877
126,567.922668457
127,567.462585449
128,566.540649414
129,566.782653809
130,564.459106445
131,561.830505371
132,558.947814941
133,557.178222656
134,558.0625
135,558.500366211
136,558.495117188
137,558.044616699
138,557.149536133
139,558.914672852
140,561.801452637
141,564.432312012
142,566.764831543
143,570.148986816
144,571.08581543
145,571.550354004
146,571.547119141
147,571.077209473
148,570.140991211
149,567.578125
150,566.373718262
151,566.380554199
152,567.582397461
153,554.460449219
154,553.009887695
155,553.059448242
156,554.504272461
157,554.46685791
158,555.344604492
159,555.778625488
160,555.771484375
161,555.322753906
162,554.433349609
163,550.898742676
164,547.991516113
165,543.763305664
166,538.989257812
167,535.077209473
168,533.359313965
169,534.184082031
170,534.60333252
171,534.61907959
172,534.223327637
173,533.418212891
174,535.145935059
175,539.05065918
176,543.814880371
177,548.02923584
178,550.935913086
179,535.265014648
180,539.921142578
181,544.670349121
182,548.45916748
183,562.90435791
184,560.498779297
185,558.045654297
186,555.581970215
187,548.362854004
188,544.577575684
189,539.823425293
190,535.183349609
191,555.551879883
192,558.016601562
193,560.467224121
194,562.869873047
195,550.350769043
196,546.536376953
197,540.709228516
198,535.681152344
199,533.247192383
200,534.048706055
201,534.442504883
202,534.42956543
203,534.010803223
204,533.189086914
205,535.615844727
206,540.651367188
207,546.494628906
208,550.312988281
209,554.377868652
210,555.265930176
211,555.71496582
212,555.721984863
213,555.287109375
214,554.409362793
215,562.808105469
216,560.402282715
217,557.955566406
218,555.494445801
219,555.523132324
220,557.983032227
221,560.434570312
222,562.843383789
223,548.258911133
224,544.452758789
225,539.645080566
226,535.011352539
227,535.091003418
228,539.743591309
229,544.546081543
230,548.354492188
231,553.696166992
232,554.231994629
233,554.715209961
234,555.146850586
235,555.529724121
236,555.864257812
237,556.151672363
238,556.392700195
239,556.590393066
240,556.744018555
241,556.852661133
242,556.917175293
243,556.937316895
244,556.912963867
245,556.845214844
246,556.732971191
247,556.576171875
248,556.375305176
249,556.129333496
250,555.837280273
251,555.49810791
252,555.109985352
253,554.673034668
254,554.18560791
255,553.644226074
256,565.623901367
257,566.080627441
258,566.498352051
259,566.878295898
260,567.219970703
261,567.523193359
262,567.786621094
263,568.010253906
264,568.193725586
265,568.336242676
266,568.437805176
267,568.499145508
268,568.520874023
269,568.503112793
270,568.44543457
271,568.347473145
272,568.208984375
273,568.030029297
274,567.81060791
275,567.551757812
276,567.253479004
277,566.91607666
278,566.541625977
279,566.128234863
280,565.676879883
281,553.680725098
282,554.217529297
283,554.702148438
284,555.139282227
285,555.528442383
286,555.86895752
287,556.161376953
288,556.406799316
289,556.606933594
290,556.763244629
291,556.874084473
292,556.941223145
293,556.964904785
294,556.945495605
295,556.882324219
296,556.776123047
297,556.625
298,556.428405762
299,556.187133789
300,555.899108887
301,555.563110352
302,555.178649902
303,554.745605469
304,554.265991211
305,553.733642578
306,565.678649902
307,566.126342773
308,566.539733887
309,566.9140625
310,567.248474121
311,567.544433594
312,567.800964355
313,568.017883301
314,568.195495605
315,568.332824707
316,568.42956543
317,568.486999512
318,568.504516602
319,568.482543945
320,568.420898438
321,568.319580078
322,568.178100586
323,567.996948242
324,567.776367188
325,567.515686035
326,567.215148926
327,566.875671387
328,566.497131348
329,566.079040527
330,565.626586914
331,569.159301758
332,570.101379395
333,570.576538086
334,570.586303711
335,570.127502441
336,569.199829102
337,568.207702637
338,568.603942871
339,568.967773438
340,569.294311523
341,569.585998535
342,569.842895508
343,570.065734863
344,570.253417969
345,570.406982422
