1,-2.5272632e-06,0.005054738,0.050323628
2,1.3253701e-05,0.0061193826,0.051163454
3,-0.0051329015,0.005043388,0.050070856
4,-5.3827347e-07,0.0049906136,-4.005432e-05
5,6.15853e-05,0.0061555575,-0.00030514598
6,-0.005022508,0.0049974783,-2.848357e-05
7,0.0050227786,0.0049972762,-2.8342009e-05
8,0.0051289317,0.0050412742,0.050070647
9,-2.449326e-08,0.0050037205,0.0650248
10,-0.010080155,0.0049659177,0.05004656
11,-0.009994292,0.0050001694,0.06504409
12,-0.010023772,0.0049864003,-5.812943e-05
13,1.0631343e-07,0.0050036088,-0.01503561
14,-0.009995944,0.0050026965,-0.015041946
15,0.0,-0.005,0.05
16,-0.01,-0.005,0.05
17,-0.01,-0.005,0.065
18,0.0,-0.005,0.065
19,0.0,-0.005,0.0
20,-0.01,-0.005,0.0
21,0.0,-0.005,-0.015
22,-0.01,-0.005,-0.015
23,0.009994142,0.005000069,0.065044336
24,0.01,-0.005,0.065
25,0.01,-0.005,0.05
26,0.0100801205,0.004966119,0.05004732
27,0.01,-0.005,0.0
28,0.010024051,0.004986435,-5.875528e-05
29,0.01,-0.005,-0.015
30,0.009995875,0.0050025913,-0.015041511
31,-0.004639171,0.005058701,0.050096646
32,-0.00414362,0.0050640497,0.050120495
33,-0.0036464832,0.005067654,0.050145525
34,-0.0031469844,0.0050687417,0.050173495
35,-0.0026452118,0.005068715,0.050206285
36,-0.0021324118,0.005069379,0.0502411
37,-0.0016072989,0.0050625,0.050269358
38,-0.0010794599,0.0050566103,0.050292246
39,-0.0005434298,0.0050579435,0.05031123
40,-7.2613575e-06,0.0050441036,0.051336545
41,9.294871e-06,0.005199618,0.052007824
42,-2.0600262e-05,0.0057601603,0.052119695
43,2.2357967e-06,0.005021828,0.04949781
44,3.356184e-05,0.0047763297,0.04851364
45,3.3501045e-05,0.004682446,0.04747544
46,-5.2040677e-06,0.0045479243,0.04642855
47,-4.072838e-05,0.004537187,0.045369595
48,1.2985401e-05,0.004460595,0.044346076
49,-1.3459895e-05,0.0044501657,0.043312628
50,-1.1172058e-05,0.0044116527,0.04234378
51,-1.7168855e-06,0.004392682,0.041397434
52,7.852726e-06,0.004477529,0.040389072
53,1.0884561e-05,0.004400235,0.03949065
54,-1.759414e-05,0.004373936,0.038566828
55,-2.9303448e-05,0.004377941,0.037598044
56,3.0364146e-05,0.004374359,0.036659922
57,2.4836598e-05,0.0043401425,0.0356871
58,-4.9315553e-05,0.0043109623,0.034679238
59,4.7140722e-05,0.0043749157,0.03367135
60,4.195556e-05,0.0043618046,0.03274238
61,-8.699023e-06,0.0043079685,0.031727683
62,-1.6013028e-05,0.0043435046,0.030748619
63,-3.9840736e-05,0.0043502147,0.029775303
64,4.4136028e-05,0.0043243123,0.028784212
65,-9.130414e-06,0.004351286,0.027790336
66,3.9936836e-05,0.004329647,0.02682215
67,-1.3891739e-05,0.0042785793,0.025810705
68,-2.312461e-05,0.004411561,0.024799123
69,2.8942342e-05,0.004345941,0.023828724
70,4.1406525e-05,0.0043382314,0.022838913
71,2.2572085e-06,0.0043412824,0.02180499
72,1.6559265e-05,0.004389678,0.020853069
73,-1.0640618e-05,0.0043551796,0.019873818
74,-4.6883424e-06,0.004354708,0.018908106
75,1.0596716e-05,0.0042583756,0.017923232
76,-5.410242e-06,0.0043893447,0.016862294
77,-2.5669393e-05,0.004360003,0.015884839
78,3.8048278e-05,0.0044086003,0.01492448
79,-1.8058536e-05,0.004374065,0.013918683
80,2.1499669e-05,0.004409166,0.012855107
81,1.0155897e-05,0.0043516997,0.011891138
82,2.4543062e-06,0.0044372273,0.010964936
83,1.5617785e-05,0.0044180825,0.009886984
84,-4.695407e-05,0.004452817,0.008921943
85,-6.154309e-05,0.004474077,0.007893653
86,-3.0735126e-05,0.0045178616,0.0068940436
87,4.1794916e-05,0.004571322,0.005891231
88,9.56859e-05,0.0045362343,0.0048111263
89,-1.0616642e-05,0.0043680747,0.0035857349
90,-1.8600624e-06,0.004456912,0.0022469123
91,1.3403137e-06,0.004757779,0.0010104607
92,-0.0008549827,0.0061590103,0.051767096
93,-0.0015183405,0.006114123,0.051141072
94,-0.0024452384,0.0061230874,0.05114991
95,-0.0031780242,0.0060815583,0.051032394
96,-0.00384646,0.006099461,0.05073203
97,-0.0046816966,0.0060607926,0.05051777
98,-0.0051701907,0.005387445,0.050286666
99,-4.394421e-06,0.0061422405,0.04988005
100,-1.9722552e-06,0.006160536,0.048671518
101,1.6549833e-05,0.0061500417,0.04740823
102,-3.7041339e-06,0.006174637,0.04632967
103,8.740639e-06,0.006132004,0.045176387
